nocues;nhog;region;aglo;t_aglo;v108;v109;v111;v202;v238a;v256a
7.372;1;4;6;2;62;1;1;1;;
7.372;1;4;6;2;27;1;3;;;
7.373;1;4;6;2;51;2;1;1;1;
7.373;1;4;6;2;28;2;3;2;;
7.374;1;4;6;2;61;2;2;;1;
7.374;1;4;6;2;66;1;1;;;
7.374;1;4;6;2;43;2;3;1;;
7.374;1;4;6;2;29;1;3;1;;
7.375;1;4;6;2;90;2;1;1;1;2
7.376;1;4;6;2;82;2;1;;1;1
7.377;1;4;6;2;62;1;1;1;1;1
7.377;1;4;6;2;60;2;2;;;
7.377;1;4;6;2;37;2;3;1;;
7.378;1;4;6;1;57;1;1;1;2;
7.378;1;4;6;1;57;2;2;;;
7.378;1;4;6;1;25;1;3;1;;
7.378;1;4;6;1;27;1;3;1;;
7.378;1;4;6;1;29;1;3;1;;
7.378;1;4;6;1;3;2;7;;;
7.379;1;4;6;1;59;1;1;;1;1
7.379;1;4;6;1;61;2;2;3;;
7.379;1;4;6;1;19;1;3;;;
7.380;1;4;6;1;31;2;1;3;1;2
7.380;1;4;6;1;37;1;2;3;;
7.380;1;4;6;1;6;2;3;;;
7.381;1;4;6;1;57;2;1;9;1;2
7.381;1;4;6;1;70;1;2;1;;
7.382;1;1;2;1;23;1;1;1;1;1
7.382;1;1;2;1;23;2;2;1;;
7.382;1;1;2;1;0;2;3;;;
7.382;2;1;2;1;25;1;1;1;1;1
7.382;2;1;2;1;22;2;2;3;;
7.382;2;1;2;1;1;1;3;;;
7.383;1;1;2;1;46;1;1;3;1;
7.383;1;1;2;1;42;2;2;;;
7.383;1;1;2;1;21;2;3;;;
7.383;1;1;2;1;16;1;3;;;
7.383;1;1;2;1;10;2;3;;;
7.384;1;1;2;1;58;1;1;1;1;2
7.384;1;1;2;1;52;2;2;3;;
7.384;1;1;2;1;25;2;3;1;;
7.384;1;1;2;1;22;2;3;1;;
7.384;1;1;2;1;25;1;5;;;
7.384;1;1;2;1;4;1;7;;;
7.385;1;1;2;1;26;2;1;1;1;
7.385;1;1;2;1;9;1;3;;;
7.385;1;1;2;1;6;2;3;;;
7.386;1;1;2;1;60;1;1;1;1;1
7.386;1;1;2;1;50;2;2;;;
7.386;1;1;2;1;24;1;3;1;;
7.386;1;1;2;1;22;1;3;1;;
7.387;1;1;2;1;42;1;1;1;1;1
7.387;1;1;2;1;42;2;2;;;
7.387;1;1;2;1;8;1;3;;;
7.388;1;1;2;1;48;2;1;;1;1
7.388;1;1;2;1;21;1;3;1;;
7.388;1;1;2;1;20;2;3;1;;
7.388;1;1;2;1;18;1;3;;;
7.388;1;1;2;1;15;1;3;;;
7.389;1;1;2;1;64;2;1;3;2;2
7.389;1;1;2;1;63;1;2;1;;
7.390;1;1;2;1;39;2;1;3;3;
7.390;1;1;2;1;23;1;3;9;;
7.390;1;1;2;1;21;1;3;3;;
7.390;1;1;2;1;16;2;3;;;
7.390;1;1;2;1;15;2;3;;;
7.390;1;1;2;1;14;1;3;;;
7.390;1;1;2;1;12;2;3;;;
7.390;1;1;2;1;10;1;3;;;
7.390;1;1;2;1;6;2;3;;;
7.390;1;1;2;1;8;2;3;;;
7.391;1;1;2;1;69;1;1;1;1;1
7.391;1;1;2;1;62;2;2;2;;
7.391;1;1;2;1;24;2;3;1;;
7.391;1;1;2;1;31;1;3;;;
7.391;1;1;2;1;5;2;7;;;
7.392;1;1;2;1;39;1;1;1;1;1
7.392;1;1;2;1;38;2;2;;;
7.392;1;1;2;1;7;2;3;;;
7.393;1;1;2;1;54;1;1;;1;1
7.393;1;1;2;1;50;2;2;;;
7.393;1;1;2;1;22;1;3;;;
7.393;1;1;2;1;19;1;3;;;
7.394;1;1;2;1;25;1;1;3;1;1
7.394;1;1;2;1;17;2;2;;;
7.394;1;1;2;1;2;2;3;;;
7.394;1;1;2;1;0;1;3;;;
7.395;1;1;2;1;54;1;1;1;3;
7.395;1;1;2;1;63;2;2;1;;
7.395;1;1;2;1;24;1;3;;;
7.395;1;1;2;1;21;2;5;3;;
7.395;1;1;2;1;3;1;7;;;
7.396;1;1;2;1;47;2;1;1;1;1
7.396;1;1;2;1;19;1;3;3;;
7.396;1;1;2;1;16;2;3;;;
7.396;1;1;2;1;13;2;3;;;
7.397;1;1;2;1;67;1;1;1;1;1
7.397;1;1;2;1;63;2;2;2;;
7.398;1;1;2;1;75;1;1;1;2;
7.398;1;1;2;1;64;2;2;3;;
7.398;1;1;2;1;34;1;3;1;;
7.399;1;1;2;1;46;1;1;1;1;2
7.399;1;1;2;1;46;2;2;9;;
7.399;1;1;2;1;20;2;3;;;
7.399;1;1;2;1;18;1;3;;;
7.399;1;1;2;1;17;2;3;;;
7.399;1;1;2;1;2;2;7;;;
7.400;1;1;2;1;39;2;1;;1;1
7.400;1;1;2;1;31;1;2;3;;
7.400;1;1;2;1;82;1;9;1;;
7.400;1;1;2;1;19;2;3;;;
7.400;1;1;2;1;17;2;3;;;
7.400;1;1;2;1;16;2;3;;;
7.400;1;1;2;1;14;1;3;3;;
7.400;1;1;2;1;13;2;3;;;
7.400;1;1;2;1;6;1;3;;;
7.400;1;1;2;1;3;2;3;;;
7.400;2;1;2;1;39;1;1;3;1;1
7.400;2;1;2;1;39;2;2;1;;
7.400;2;1;2;1;12;2;3;;;
7.400;2;1;2;1;2;1;3;;;
7.401;1;1;2;1;57;1;1;;1;
7.401;1;1;2;1;56;2;2;1;;
7.401;1;1;2;1;25;2;3;1;;
7.401;1;1;2;1;24;1;3;1;;
7.402;1;1;2;1;61;2;1;3;2;2
7.402;1;1;2;1;22;2;3;;;
7.402;1;1;2;1;3;1;7;;;
7.402;1;1;2;1;25;1;5;3;;
7.403;1;1;2;1;25;1;1;1;3;1
7.403;1;1;2;1;25;2;2;1;;
7.403;1;1;2;1;4;1;3;;;
7.404;1;1;2;1;53;1;1;;1;1
7.404;1;1;2;1;48;2;2;;;
7.404;1;1;2;1;17;1;3;;;
7.404;1;1;2;1;15;1;3;;;
7.404;1;1;2;1;6;2;7;;;
7.404;2;1;2;1;54;1;1;;1;9
7.405;1;1;2;1;42;1;1;;1;1
7.405;1;1;2;1;43;2;2;;;
7.405;1;1;2;1;25;1;3;1;;
7.405;1;1;2;1;23;2;3;9;;
7.405;1;1;2;1;0;2;7;;;
7.406;1;1;2;1;29;1;1;1;1;1
7.406;1;1;2;1;30;2;2;1;;
7.406;1;1;2;1;8;1;3;;;
7.407;1;1;2;1;62;1;1;1;1;1
7.407;1;1;2;1;60;2;2;;;
7.407;1;1;2;1;24;1;3;1;;
7.407;1;1;2;1;28;1;3;1;;
7.408;1;1;2;1;73;2;1;1;1;1
7.408;1;1;2;1;99;2;9;;;
7.409;1;1;2;1;48;2;1;1;1;1
7.409;1;1;2;1;52;1;2;1;;
7.409;1;1;2;1;20;1;3;1;;
7.410;1;1;2;1;63;2;1;1;1;1
7.411;1;1;2;1;69;2;1;;1;
7.412;1;1;2;1;69;1;1;;1;1
7.412;1;1;2;1;70;2;2;;;
7.413;1;1;2;1;42;1;1;1;1;
7.413;1;1;2;1;35;2;2;1;;
7.413;1;1;2;1;15;2;3;;;
7.413;1;1;2;1;6;2;3;;;
7.414;1;1;2;1;63;1;1;;1;1
7.414;1;1;2;1;56;2;2;;;
7.414;1;1;2;1;28;1;3;1;;
7.415;1;1;2;1;79;1;1;1;1;1
7.415;1;1;2;1;76;2;2;;;
7.416;1;1;2;1;78;1;1;1;1;
7.416;1;1;2;1;68;2;2;;;
7.416;1;1;2;1;32;2;3;1;;
7.416;1;1;2;1;9;2;7;;;
7.416;1;1;2;1;7;1;7;;;
7.417;1;1;2;1;31;1;1;1;2;1
7.417;1;1;2;1;27;2;2;1;;
7.417;1;1;2;1;0;1;3;;;
7.418;1;1;2;1;59;1;1;1;1;1
7.418;1;1;2;1;60;2;2;1;;
7.418;1;1;2;1;25;1;3;1;;
7.418;1;1;2;1;38;1;3;1;;
7.419;1;1;2;1;61;1;1;1;1;1
7.419;1;1;2;1;59;2;2;1;;
7.419;1;1;2;1;19;2;3;;;
7.420;1;1;2;1;73;2;1;;1;1
7.420;1;1;2;1;35;2;10;1;;
7.421;1;1;2;1;59;2;1;1;1;1
7.421;1;1;2;1;62;1;2;;;
7.422;1;1;2;1;72;2;1;1;1;
7.423;1;1;2;1;85;2;1;;1;1
7.424;1;1;2;1;60;2;1;1;1;1
7.425;1;1;2;1;73;1;1;1;1;1
7.425;1;1;2;1;74;2;2;;;
7.426;1;4;6;1;47;2;1;;1;1
7.426;1;4;6;1;12;1;3;;;
7.427;1;4;6;1;31;1;1;;3;2
7.427;1;4;6;1;33;2;2;3;;
7.427;1;4;6;1;10;2;3;;;
7.428;1;4;6;1;51;1;1;1;1;2
7.428;1;4;6;1;28;2;3;;;
7.428;1;4;6;1;24;1;3;1;;
7.428;1;4;6;1;21;1;3;;;
7.428;1;4;6;1;29;1;5;1;;
7.428;1;4;6;1;3;1;7;;;
7.429;1;4;6;1;29;2;1;;1;1
7.429;1;4;6;1;41;1;2;9;;
7.429;1;4;6;1;10;2;3;;;
7.429;1;4;6;1;8;1;3;;;
7.429;1;4;6;1;8;1;3;;;
7.433;1;4;6;1;51;2;1;1;1;1
7.433;1;4;6;1;27;1;3;3;;
7.434;1;4;6;1;40;1;1;1;1;1
7.434;1;4;6;1;45;2;2;1;;
7.435;1;4;6;1;35;2;1;1;1;
7.435;1;4;6;1;15;2;3;;;
7.436;1;4;6;1;27;2;1;;1;1
7.436;1;4;6;1;13;1;3;;;
7.436;1;4;6;1;9;2;3;;;
7.437;1;4;6;1;60;2;1;1;1;1
7.437;1;4;6;1;37;1;5;1;;
7.437;1;4;6;1;35;2;3;1;;
7.437;1;4;6;1;32;2;3;1;;
7.437;1;4;6;1;12;1;7;;;
7.438;1;4;6;1;49;2;1;;1;
7.438;1;4;6;1;17;1;3;3;;
7.438;1;4;6;1;11;1;3;;;
7.439;1;4;6;1;79;2;1;;2;1
7.440;1;4;6;1;33;2;1;1;2;2
7.440;1;4;6;1;17;2;3;;;
7.440;1;4;6;1;9;2;3;;;
7.441;1;1;2;1;70;1;1;3;2;1
7.441;1;1;2;1;59;2;2;;;
7.441;1;1;2;1;23;1;3;;;
7.441;1;1;2;1;1;1;7;;;
7.441;1;1;2;1;4;1;7;;;
7.441;1;1;2;1;8;1;7;;;
7.442;1;1;2;1;22;1;1;1;1;2
7.442;1;1;2;1;55;2;9;3;;
7.442;1;1;2;1;20;2;2;1;;
7.442;1;1;2;1;50;1;9;3;;
7.442;1;1;2;1;0;1;3;;;
7.443;1;1;2;1;74;2;1;3;1;2
7.444;1;1;2;1;66;2;1;3;1;
7.444;1;1;2;1;31;2;3;1;;
7.444;1;1;2;1;3;2;3;;;
7.445;1;1;2;1;48;1;1;1;1;1
7.445;1;1;2;1;46;2;2;;;
7.445;1;1;2;1;11;1;3;;;
7.446;1;1;2;1;52;1;1;1;1;2
7.446;1;1;2;1;48;2;2;;;
7.446;1;1;2;1;76;1;9;;;
7.446;1;1;2;1;15;2;3;;;
7.446;1;1;2;1;8;1;3;;;
7.446;1;1;2;1;2;2;3;;;
7.447;1;1;2;1;33;1;1;1;1;9
7.447;1;1;2;1;32;2;2;1;;
7.448;1;1;2;1;67;2;1;1;1;1
7.449;1;1;2;1;70;2;1;1;1;1
7.449;1;1;2;1;94;2;9;;;
7.450;1;1;2;1;59;1;1;1;1;
7.450;1;1;2;1;49;2;2;;;
7.451;1;1;2;1;88;2;1;;1;1
7.452;1;1;2;1;54;2;1;;1;2
7.453;1;1;2;1;67;1;1;1;1;
7.453;1;1;2;1;70;2;2;;;
7.453;1;1;2;1;30;1;3;3;;
7.454;1;1;2;1;55;1;1;1;1;
7.454;1;1;2;1;55;2;2;1;;
7.454;1;1;2;1;28;1;3;1;;
7.454;1;1;2;1;24;1;3;1;;
7.454;1;1;2;1;16;2;3;;;
7.455;1;4;6;1;63;1;1;1;1;
7.455;1;4;6;1;62;2;2;;;
7.456;1;4;6;1;33;1;1;1;3;1
7.456;1;4;6;1;29;2;2;;;
7.456;1;4;6;1;3;2;3;;;
7.457;1;4;6;1;40;2;1;;1;1
7.457;1;4;6;1;13;2;3;;;
7.458;1;4;6;1;43;2;1;3;1;1
7.458;1;4;6;1;44;1;2;1;;
7.458;1;4;6;1;17;2;3;;;
7.458;1;4;6;1;7;1;3;;;
7.459;1;4;6;1;71;1;1;1;3;
7.459;1;4;6;1;68;2;2;;;
7.459;1;4;6;1;24;1;3;1;;
7.459;1;4;6;1;24;2;5;;;
7.460;1;4;6;1;31;2;1;3;1;1
7.461;1;1;2;1;34;1;1;1;1;9
7.461;1;1;2;1;34;2;2;;;
7.461;1;1;2;1;18;2;3;;;
7.461;1;1;2;1;11;1;3;;;
7.461;1;1;2;1;7;2;3;;;
7.461;1;1;2;1;1;2;3;;;
7.462;1;1;2;1;41;1;1;;1;1
7.462;1;1;2;1;42;2;2;;;
7.462;1;1;2;1;22;2;3;3;;
7.462;1;1;2;1;20;1;3;3;;
7.462;1;1;2;1;18;1;3;3;;
7.462;1;1;2;1;16;2;3;;;
7.462;1;1;2;1;14;1;3;;;
7.462;1;1;2;1;13;2;3;;;
7.462;1;1;2;1;11;1;3;;;
7.463;1;1;2;1;53;1;1;1;3;
7.463;1;1;2;1;49;2;2;;;
7.463;1;1;2;1;31;1;3;;;
7.463;1;1;2;1;29;1;3;1;;
7.463;1;1;2;1;21;1;3;1;;
7.464;1;1;2;1;48;1;1;;1;1
7.464;1;1;2;1;32;2;2;3;;
7.465;1;1;2;1;60;2;1;1;1;1
7.465;1;1;2;1;73;1;2;1;;
7.466;1;1;2;1;32;1;1;1;2;2
7.466;1;1;2;1;35;2;2;1;;
7.467;1;1;2;1;34;1;1;;1;1
7.467;1;1;2;1;52;2;2;;;
7.467;1;1;2;1;20;1;3;;;
7.467;1;1;2;1;19;2;3;;;
7.467;1;1;2;1;13;1;3;;;
7.468;1;1;2;1;55;1;1;1;1;1
7.468;1;1;2;1;56;2;2;1;;
7.468;1;1;2;1;27;1;3;;;
7.468;1;1;2;1;23;2;3;1;;
7.469;1;1;2;1;40;1;1;1;1;1
7.469;1;1;2;1;36;2;2;2;;
7.469;1;1;2;1;20;2;3;;;
7.469;1;1;2;1;2;1;7;;;
7.469;1;1;2;1;16;2;3;;;
7.469;1;1;2;1;12;1;3;;;
7.469;1;1;2;1;1;1;3;;;
7.470;1;1;2;1;58;1;1;2;2;
7.470;1;1;2;1;42;2;2;1;;
7.470;1;1;2;1;18;1;3;2;;
7.471;1;1;2;1;65;2;1;1;2;
7.471;1;1;2;1;38;1;3;1;;
7.472;1;1;2;1;37;2;1;;1;
7.472;1;1;2;1;33;1;2;;;
7.472;1;1;2;1;16;2;3;9;;
7.472;1;1;2;1;15;1;3;3;;
7.472;1;1;2;1;9;1;3;;;
7.473;1;1;2;1;58;2;1;;1;
7.473;1;1;2;1;21;1;3;3;;
7.473;1;1;2;1;19;2;3;3;;
7.474;1;1;2;1;28;1;1;3;1;
7.474;1;1;2;1;23;2;2;;;
7.474;1;1;2;1;4;1;3;;;
7.475;1;1;2;1;85;1;1;1;1;1
7.475;1;1;2;1;87;2;2;1;;
7.476;1;1;2;1;71;1;1;;1;
7.477;1;1;2;1;48;1;1;;1;1
7.477;1;1;2;1;46;2;2;;;
7.477;1;1;2;1;17;1;3;;;
7.477;1;1;2;1;21;2;3;1;;
7.478;1;1;2;1;75;2;1;1;1;
7.479;1;1;2;1;32;2;3;1;1;1
7.479;1;1;2;1;75;2;1;;;
7.479;1;1;2;1;6;1;7;;;
7.480;1;1;2;1;29;1;1;1;1;1
7.481;1;1;2;1;29;1;1;1;1;
7.481;1;1;2;1;32;2;2;1;;
7.481;1;1;2;1;1;1;3;;;
7.481;1;1;2;1;0;2;3;;;
7.482;1;1;2;1;46;1;1;2;1;
7.482;1;1;2;1;45;2;2;2;;
7.482;1;1;2;1;23;1;3;2;;
7.482;1;1;2;1;9;2;3;;;
7.483;1;1;2;1;51;1;1;;3;2
7.483;1;1;2;1;53;1;6;;;
7.484;1;1;2;1;28;1;1;1;1;9
7.484;1;1;2;1;29;2;2;;;
7.484;1;1;2;1;8;1;3;;;
7.485;1;1;2;1;50;1;1;3;3;
7.486;1;1;2;1;27;1;1;1;1;1
7.486;1;1;2;1;25;2;2;2;;
7.486;1;1;2;1;2;2;3;;;
7.487;1;1;2;1;29;1;1;;1;1
7.487;1;1;2;1;29;2;2;1;;
7.487;1;1;2;1;11;2;3;;;
7.487;1;1;2;1;9;1;3;;;
7.487;1;1;2;1;7;2;3;;;
7.487;1;1;2;1;4;1;3;;;
7.488;1;1;2;1;63;2;1;1;1;1
7.489;1;1;2;1;26;2;1;3;2;2
7.489;1;1;2;1;4;2;3;;;
7.490;1;1;2;1;63;1;1;1;1;1
7.490;1;1;2;1;62;2;2;;;
7.491;1;1;2;1;67;1;1;1;1;1
7.491;1;1;2;1;68;2;2;1;;
7.492;1;1;2;1;43;1;1;;1;1
7.492;1;1;2;1;36;2;2;1;;
7.492;1;1;2;1;12;2;3;;;
7.492;1;1;2;1;11;2;3;;;
7.492;1;1;2;1;4;1;3;;;
7.493;1;1;2;1;76;1;1;;3;
7.494;1;1;2;1;42;1;1;1;1;
7.494;1;1;2;1;31;2;2;1;;
7.494;1;1;2;1;69;2;9;;;
7.494;1;1;2;1;3;2;3;;;
7.494;1;1;2;1;0;2;3;;;
7.495;1;1;2;1;52;1;1;;1;1
7.495;1;1;2;1;54;2;2;;;
7.495;1;1;2;1;28;1;3;;;
7.495;1;1;2;1;25;1;3;;;
7.496;1;1;2;1;47;1;1;;1;
7.496;1;1;2;1;43;2;2;;;
7.496;1;1;2;1;16;2;3;;;
7.496;1;1;2;1;7;2;3;;;
7.496;1;1;2;1;5;2;3;;;
7.497;1;1;2;1;66;1;1;1;1;1
7.497;1;1;2;1;55;2;2;3;;
7.498;1;1;2;1;64;2;1;1;2;9
7.499;1;1;2;1;67;1;1;2;1;1
7.499;1;1;2;1;56;2;2;;;
7.499;1;1;2;1;25;1;3;1;;
7.499;1;1;2;1;22;1;3;1;;
7.500;1;1;2;1;38;2;1;1;1;1
7.500;1;1;2;1;17;2;3;;;
7.501;1;1;2;1;53;1;1;1;1;
7.501;1;1;2;1;50;2;2;1;;
7.501;1;1;2;1;19;2;3;;;
7.501;1;1;2;1;17;2;3;;;
7.502;1;1;2;1;29;1;1;;1;2
7.502;1;1;2;1;38;2;2;;;
7.503;1;1;2;1;85;1;1;;1;1
7.503;1;1;2;1;60;2;2;1;;
7.504;1;1;2;1;52;2;1;1;1;1
7.504;1;1;2;1;45;2;12;1;;
7.505;1;1;2;1;56;1;1;1;1;
7.505;1;1;2;1;60;2;2;;;
7.506;1;1;2;1;72;2;1;;1;
7.506;1;1;2;1;60;1;2;1;;
7.507;1;1;2;1;35;1;1;1;2;2
7.508;1;1;2;1;25;1;1;1;1;1
7.508;1;1;2;1;24;2;2;1;;
7.509;1;1;2;1;41;2;1;1;2;
7.509;1;1;2;1;22;1;3;;;
7.509;1;1;2;1;19;2;3;;;
7.510;1;1;2;1;33;2;1;1;1;1
7.510;1;1;2;1;14;2;3;;;
7.510;1;1;2;1;11;1;3;;;
7.511;1;1;2;1;64;2;1;1;1;1
7.512;1;1;2;1;52;1;1;1;1;2
7.512;1;1;2;1;40;2;2;;;
7.512;1;1;2;1;11;1;3;;;
7.512;1;1;2;1;5;2;3;;;
7.512;1;1;2;1;1;2;3;;;
7.513;1;1;2;1;62;1;1;3;1;
7.513;1;1;2;1;66;2;2;;;
7.514;1;1;2;1;53;1;1;;3;9
7.514;1;1;2;1;51;2;2;1;;
7.514;1;1;2;1;17;2;3;;;
7.515;1;1;2;1;68;2;1;1;1;
7.515;1;1;2;1;48;1;3;;;
7.515;1;1;2;1;29;2;3;1;;
7.516;1;1;2;1;45;2;1;3;1;1
7.516;1;1;2;1;79;1;9;9;;
7.516;1;1;2;1;22;1;3;;;
7.516;1;1;2;1;3;1;7;;;
7.516;1;1;2;1;21;2;5;3;;
7.517;1;1;2;1;39;1;1;2;1;9
7.517;1;1;2;1;35;2;2;9;;
7.517;1;1;2;1;14;1;3;;;
7.517;1;1;2;1;10;1;3;;;
7.518;1;1;2;1;74;1;1;;1;1
7.518;1;1;2;1;75;2;2;;;
7.518;1;1;2;1;50;2;3;;;
7.519;1;1;2;1;67;1;1;1;1;
7.519;1;1;2;1;63;2;2;1;;
7.520;1;1;2;1;75;1;1;1;9;
7.520;1;1;2;1;78;2;2;;;
7.520;1;1;2;1;33;2;3;1;;
7.520;1;1;2;1;28;1;3;1;;
7.521;1;1;2;1;50;2;1;1;1;
7.521;1;1;2;1;16;1;3;;;
7.521;1;1;2;1;16;1;3;;;
7.521;1;1;2;1;16;1;3;;;
7.521;1;1;2;1;16;1;3;;;
7.522;1;1;2;1;81;1;1;1;1;1
7.522;1;1;2;1;40;2;3;1;;
7.523;1;1;2;1;79;1;1;1;1;9
7.523;1;1;2;1;72;2;2;1;;
7.524;1;1;2;1;52;1;1;;2;
7.524;1;1;2;1;42;2;2;1;;
7.524;1;1;2;1;20;2;3;;;
7.524;1;1;2;1;16;1;3;;;
7.524;1;1;2;1;13;1;3;;;
7.525;1;1;2;1;74;1;1;1;3;1
7.525;1;1;2;1;65;2;2;3;;
7.525;1;1;2;1;25;2;3;;;
7.525;1;1;2;1;1;2;7;;;
7.526;1;1;2;1;53;1;1;1;1;1
7.526;1;1;2;1;53;2;2;1;;
7.526;1;1;2;1;20;2;3;;;
7.526;1;1;2;1;17;2;3;;;
7.526;1;1;2;1;15;1;3;;;
7.527;1;1;2;1;24;1;1;;1;1
7.527;1;1;2;1;26;1;12;;;
7.527;1;1;2;1;31;1;12;;;
7.528;1;1;2;1;76;1;1;9;2;9
7.528;1;1;2;1;72;2;2;;;
7.529;1;1;2;1;36;1;1;;1;1
7.529;1;1;2;1;37;2;2;9;;
7.529;1;1;2;1;20;2;3;1;;
7.529;1;1;2;1;16;2;3;;;
7.529;1;1;2;1;15;2;3;;;
7.529;1;1;2;1;9;2;3;;;
7.530;1;4;6;1;38;2;1;1;1;1
7.530;1;4;6;1;42;1;2;;;
7.530;1;4;6;1;73;2;9;2;;
7.531;1;4;6;1;31;1;1;1;1;1
7.531;1;4;6;1;31;2;2;2;;
7.531;1;4;6;1;9;1;3;;;
7.531;1;4;6;1;3;1;3;;;
7.532;1;4;6;1;31;1;1;1;2;2
7.532;1;4;6;1;27;2;2;2;;
7.532;1;4;6;1;9;1;3;;;
7.532;1;4;6;1;7;1;3;;;
7.533;1;4;6;1;63;2;1;;1;
7.533;1;4;6;1;73;1;2;1;;
7.534;1;4;6;1;30;1;1;1;1;
7.534;1;4;6;1;21;1;3;;;
7.534;1;4;6;1;10;2;3;;;
7.535;1;4;6;1;70;2;1;;2;
7.535;1;4;6;1;33;2;3;;;
7.536;1;1;2;1;66;2;1;;2;1
7.537;1;1;2;1;69;1;1;;1;
7.538;1;1;2;1;80;2;1;1;1;1
7.539;1;1;2;1;61;2;1;1;2;1
7.539;1;1;2;1;41;2;3;3;;
7.539;1;1;2;1;42;1;10;1;;
7.539;1;1;2;1;15;2;7;;;
7.539;1;1;2;1;18;1;7;3;;
7.539;1;1;2;1;23;1;7;1;;
7.540;1;1;2;1;39;1;1;1;1;
7.540;1;1;2;1;39;2;2;1;;
7.540;1;1;2;1;14;2;3;;;
7.540;1;1;2;1;9;2;3;;;
7.540;1;1;2;1;3;1;3;;;
7.540;1;1;2;1;0;1;3;;;
7.541;1;1;2;1;53;1;1;1;1;9
7.541;1;1;2;1;41;2;2;;;
7.541;1;1;2;1;17;2;3;9;;
7.541;1;1;2;1;11;2;3;;;
7.542;1;1;2;1;41;1;1;1;1;1
7.542;1;1;2;1;35;2;2;;;
7.542;1;1;2;1;19;1;3;;;
7.542;1;1;2;1;10;1;3;;;
7.543;1;1;2;1;55;2;1;;1;1
7.543;1;1;2;1;35;2;3;3;;
7.543;1;1;2;1;4;1;7;;;
7.544;1;1;2;1;58;1;1;1;1;1
7.544;1;1;2;1;55;2;2;;;
7.544;1;1;2;1;35;1;3;;;
7.545;1;1;2;1;65;1;1;1;1;
7.545;1;1;2;1;63;2;2;;;
7.545;1;1;2;1;40;1;3;1;;
7.546;1;1;2;1;47;2;1;1;1;
7.546;1;1;2;1;16;2;3;;;
7.547;1;1;2;1;67;2;1;1;1;
7.547;1;1;2;1;84;1;2;1;;
7.548;1;1;2;1;33;1;1;;1;1
7.548;1;1;2;1;74;1;9;1;;
7.549;1;1;2;1;66;2;1;;1;
7.549;1;1;2;1;65;1;2;1;;
7.549;1;1;2;1;30;2;3;1;;
7.550;1;1;2;1;24;1;1;;1;1
7.550;1;1;2;1;25;2;2;;;
7.550;1;1;2;1;5;2;3;;;
7.550;1;1;2;1;4;2;3;;;
7.551;1;1;2;1;49;1;1;1;1;1
7.551;1;1;2;1;45;2;2;1;;
7.551;1;1;2;1;11;1;3;;;
7.551;1;1;2;1;77;2;9;1;;
7.552;1;1;2;1;93;1;1;1;1;1
7.553;1;1;2;1;67;1;1;;2;2
7.553;1;1;2;1;67;2;2;;;
7.553;1;1;2;1;41;1;3;1;;
7.554;1;1;2;1;84;2;1;3;2;2
7.554;1;1;2;1;55;1;3;1;;
7.555;1;1;2;1;38;2;1;1;1;
7.555;1;1;2;1;41;1;2;3;;
7.555;1;1;2;1;19;2;3;3;;
7.555;1;1;2;1;11;1;3;;;
7.555;1;1;2;1;63;1;9;3;;
7.555;1;1;2;1;60;2;9;;;
7.555;1;1;2;1;84;2;10;9;;
7.555;1;1;2;1;21;2;6;;;
7.555;1;1;2;1;9;1;10;;;
7.555;2;1;2;1;26;2;1;3;2;
7.555;2;1;2;1;10;1;3;;;
7.555;2;1;2;1;8;2;3;;;
7.555;2;1;2;1;6;2;3;;;
7.555;2;1;2;1;2;1;3;;;
7.556;1;1;2;1;60;1;1;;2;1
7.557;1;1;2;1;31;2;1;1;1;1
7.557;1;1;2;1;28;1;2;1;;
7.558;1;1;2;1;73;1;1;;1;1
7.558;1;1;2;1;74;2;2;;;
7.559;1;1;2;1;57;1;1;1;2;1
7.559;1;1;2;1;58;2;2;1;;
7.559;1;1;2;1;32;2;3;1;;
7.559;1;1;2;1;40;1;5;1;;
7.559;1;1;2;1;15;1;7;;;
7.559;1;1;2;1;10;1;7;;;
7.560;1;1;2;1;73;2;1;1;2;
7.561;1;1;2;1;57;2;1;3;2;2
7.562;1;1;2;1;45;1;1;;1;1
7.562;1;1;2;1;44;2;2;3;;
7.562;1;1;2;1;20;1;3;;;
7.562;1;1;2;1;16;2;3;;;
7.562;1;1;2;1;14;1;3;;;
7.562;1;1;2;1;11;1;3;;;
7.562;1;1;2;1;9;2;3;;;
7.562;1;1;2;1;7;2;3;;;
7.562;1;1;2;1;5;1;3;;;
7.562;1;1;2;1;3;1;3;;;
7.563;1;1;2;1;26;1;1;3;2;2
7.563;1;1;2;1;25;2;2;3;;
7.563;1;1;2;1;8;1;3;;;
7.563;1;1;2;1;5;1;3;;;
7.563;1;1;2;1;2;1;3;;;
7.564;1;1;2;1;27;1;1;1;2;1
7.564;1;1;2;1;28;2;2;2;;
7.564;1;1;2;1;58;2;9;1;;
7.564;1;1;2;1;2;1;3;;;
7.565;1;1;2;1;71;1;1;9;3;1
7.565;1;1;2;1;61;2;2;3;;
7.565;1;1;2;1;21;1;3;1;;
7.566;1;1;2;1;74;1;1;1;1;
7.566;1;1;2;1;66;2;2;1;;
7.566;1;1;2;1;23;1;3;;;
7.567;1;1;2;1;54;2;1;1;2;1
7.567;1;1;2;1;57;1;2;1;;
7.568;1;1;2;1;38;1;1;1;1;
7.568;1;1;2;1;36;2;2;1;;
7.568;1;1;2;1;11;2;3;;;
