nocues;nhog;region;aglo;t_aglo;v108;v109;v111;v202;v238a;v256a
907;1;5;6;3;42;1;3;;;
908;1;5;6;3;57;1;1;1;1;9
908;1;5;6;3;47;2;2;;;
908;1;5;6;3;24;2;3;1;;
908;1;5;6;3;16;1;3;;;
909;1;5;6;3;72;1;1;;1;
909;1;5;6;3;70;2;2;;;
910;1;5;6;3;39;1;1;1;2;2
910;1;5;6;3;38;2;2;1;;
910;1;5;6;3;8;2;3;;;
910;1;5;6;3;3;1;3;;;
910;1;5;6;3;3;1;3;;;
911;1;5;6;3;71;1;1;;1;9
911;1;5;6;3;77;2;2;;;
912;1;5;6;3;41;1;1;3;3;9
913;1;5;6;3;68;1;1;1;1;
913;1;5;6;3;35;1;3;1;;
914;1;5;6;3;65;1;1;1;1;
914;1;5;6;3;63;2;2;;;
915;1;5;6;3;53;1;1;1;1;1
915;1;5;6;3;48;2;2;;;
915;1;5;6;3;25;1;3;;;
915;1;5;6;3;20;1;3;;;
916;1;5;6;3;43;1;1;1;3;
916;1;5;6;3;43;2;2;3;;
916;1;5;6;3;17;1;3;;;
916;1;5;6;3;13;1;3;;;
917;1;5;6;3;48;1;1;;3;
917;1;5;6;3;40;2;2;;;
917;1;5;6;3;10;1;3;;;
917;1;5;6;3;5;2;3;;;
918;1;5;6;3;43;1;1;1;1;9
918;1;5;6;3;43;2;2;3;;
918;1;5;6;3;15;2;3;;;
919;1;5;6;3;34;1;1;1;3;
919;1;5;6;3;23;2;2;;;
919;1;5;6;3;3;1;3;;;
919;1;5;6;3;0;2;3;;;
920;1;5;6;4;27;2;1;1;2;1
920;1;5;6;4;29;1;2;1;;
921;1;5;6;3;57;1;1;;9;9
921;1;5;6;3;54;2;2;;;
921;2;5;6;3;24;1;1;;1;
921;2;5;6;3;23;2;2;;;
921;2;5;6;3;6;1;3;;;
921;2;5;6;3;2;2;3;;;
922;1;5;6;3;26;2;1;;1;
922;1;5;6;3;2;1;3;;;
922;1;5;6;3;2;1;3;;;
923;1;5;6;3;38;2;1;1;1;
923;1;5;6;3;15;1;3;;;
923;1;5;6;3;41;1;2;1;;
924;1;5;6;3;40;2;1;1;2;9
924;1;5;6;3;44;2;2;;;
924;1;5;6;3;24;1;3;3;;
924;1;5;6;3;19;1;3;3;;
924;1;5;6;3;11;1;3;;;
924;1;5;6;3;7;1;3;;;
924;1;5;6;3;2;1;3;;;
924;1;5;6;3;20;2;5;;;
924;1;5;6;3;0;2;7;;;
925;1;5;6;3;31;2;1;2;1;1
925;1;5;6;3;35;1;6;2;;
925;1;5;6;3;57;2;9;;;
925;1;5;6;3;80;1;9;9;;
926;1;5;6;2;35;1;1;1;1;1
926;1;5;6;2;32;2;2;3;;
926;1;5;6;2;6;2;3;;;
926;1;5;6;2;2;2;3;;;
927;1;5;6;2;30;2;1;1;1;1
927;1;5;6;2;13;2;3;;;
927;1;5;6;2;9;1;3;;;
927;1;5;6;2;1;2;3;;;
928;1;5;6;2;41;1;1;;1;1
929;1;5;6;2;48;2;1;1;1;1
929;1;5;6;2;79;2;9;;;
929;1;5;6;2;28;2;3;;;
929;1;5;6;2;2;1;7;;;
930;1;5;6;2;31;1;1;3;1;1
930;1;5;6;2;33;2;6;;;
931;1;5;6;2;68;2;1;1;1;1
931;1;5;6;2;47;1;3;;;
932;1;5;6;3;38;1;1;;2;1
932;1;5;6;3;36;2;2;3;;
932;1;5;6;3;17;1;3;;;
932;1;5;6;3;13;2;3;;;
932;1;5;6;3;8;1;3;;;
932;1;5;6;3;63;2;9;1;;
933;1;5;6;3;54;1;1;1;3;
933;1;5;6;3;47;2;2;1;;
933;1;5;6;3;20;2;3;3;;
933;1;5;6;3;8;2;3;;;
933;1;5;6;3;82;2;9;;;
934;1;5;6;3;43;2;1;1;1;
934;1;5;6;3;44;1;2;;;
934;1;5;6;3;26;1;3;1;;
934;1;5;6;3;12;2;3;;;
935;1;5;6;3;45;1;1;;3;
935;1;5;6;3;57;2;2;1;;
935;1;5;6;3;37;1;3;1;;
935;1;5;6;3;31;2;5;9;;
935;1;5;6;3;12;1;7;;;
935;1;5;6;3;5;2;7;;;
936;1;5;6;3;60;2;1;1;1;1
936;1;5;6;3;33;1;3;;;
936;1;5;6;3;30;2;5;;;
936;1;5;6;3;9;1;7;;;
936;1;5;6;3;5;1;7;;;
937;1;5;6;3;40;1;1;1;1;1
937;1;5;6;3;28;2;2;2;;
937;1;5;6;3;11;2;3;;;
938;1;5;6;3;75;1;1;1;1;1
938;1;5;6;3;14;1;3;;;
939;1;5;6;3;40;1;1;1;1;1
939;1;5;6;3;39;2;2;;;
939;1;5;6;3;10;2;3;;;
939;1;5;6;3;7;2;3;;;
940;1;5;6;3;58;1;1;;3;
940;1;5;6;3;65;2;2;1;;
940;1;5;6;3;22;1;3;3;;
940;1;5;6;3;19;1;3;1;;
941;1;5;6;3;39;1;1;1;1;1
941;1;5;6;3;38;2;2;1;;
941;1;5;6;3;9;1;3;;;
941;1;5;6;3;3;1;3;;;
941;1;5;6;3;1;1;3;;;
942;1;6;6;4;23;2;1;3;2;
942;1;6;6;4;7;2;3;;;
942;1;6;6;4;1;2;3;;;
943;1;6;6;4;51;1;1;1;1;1
943;1;6;6;4;42;2;2;3;;
943;1;6;6;4;13;1;3;3;;
944;1;6;6;4;44;1;1;;1;2
944;1;6;6;4;30;2;2;;;
944;1;6;6;4;11;1;3;;;
944;1;6;6;4;10;2;3;;;
944;1;6;6;4;2;2;3;;;
945;1;6;6;4;32;1;1;1;1;1
945;1;6;6;4;31;2;2;;;
945;1;6;6;4;11;1;3;;;
945;1;6;6;4;1;2;3;;;
946;1;6;6;4;38;1;1;1;1;1
946;1;6;6;4;32;2;2;3;;
946;1;6;6;4;15;1;3;;;
946;1;6;6;4;13;2;3;;;
946;1;6;6;4;7;1;3;;;
946;1;6;6;4;6;1;3;;;
947;1;6;6;4;77;2;1;;2;
947;1;6;6;4;59;1;3;3;;
948;1;6;6;3;36;2;2;;1;
948;1;6;6;3;35;1;1;;;
948;1;6;6;3;2;1;3;;;
948;1;6;6;3;5;1;3;;;
949;1;6;6;2;85;1;1;;2;
949;1;6;6;2;84;2;2;;;
950;1;6;6;2;45;1;1;1;1;1
950;1;6;6;2;44;2;2;1;;
950;1;6;6;2;10;1;3;;;
951;1;6;6;2;51;2;1;1;3;1
951;1;6;6;2;19;2;3;;;
951;1;6;6;2;12;1;3;;;
952;1;6;6;2;38;2;1;1;1;1
952;1;6;6;2;43;1;2;1;;
952;1;6;6;2;20;2;3;;;
952;1;6;6;2;19;1;3;;;
952;1;6;6;2;12;1;3;;;
952;1;6;6;2;10;1;3;;;
952;1;6;6;2;20;1;5;;;
952;1;6;6;2;0;2;7;;;
953;1;6;6;2;72;1;1;1;1;
953;1;6;6;2;45;2;3;;;
953;1;6;6;2;19;1;7;;;
953;1;6;6;2;17;1;7;;;
953;1;6;6;2;14;1;7;;;
954;1;6;6;2;36;1;1;1;3;1
954;1;6;6;2;41;2;2;3;;
954;1;6;6;2;19;1;3;3;;
954;1;6;6;2;13;2;3;;;
954;1;6;6;2;10;2;3;;;
954;1;6;6;2;4;2;3;;;
954;1;6;6;2;1;2;3;;;
955;1;6;6;2;66;1;1;1;1;2
955;1;6;6;2;65;2;2;2;;
955;1;6;6;2;38;1;3;3;;
955;2;6;6;2;36;1;1;3;1;1
955;2;6;6;2;24;2;2;3;;
955;2;6;6;2;2;1;3;;;
956;1;6;6;3;32;2;1;1;2;
956;1;6;6;3;15;2;3;9;;
956;1;6;6;3;10;1;3;;;
956;1;6;6;3;8;1;3;;;
956;1;6;6;3;3;1;3;;;
957;1;6;6;3;62;2;1;;2;2
958;1;6;6;3;54;2;1;3;1;1
958;1;6;6;3;24;1;3;3;;
958;1;6;6;3;20;1;3;;;
959;1;6;6;3;32;1;1;;2;2
959;1;6;6;3;29;2;2;3;;
959;1;6;6;3;9;1;3;;;
959;1;6;6;3;6;2;3;;;
959;1;6;6;3;3;1;3;;;
960;1;6;6;3;32;1;1;;3;
960;1;6;6;3;29;2;2;3;;
960;1;6;6;3;13;2;3;;;
960;1;6;6;3;12;1;3;;;
960;1;6;6;3;3;1;3;;;
961;1;6;6;4;78;2;1;3;2;
962;1;6;6;4;48;1;1;1;2;1
962;1;6;6;4;34;2;2;3;;
962;1;6;6;4;14;2;3;;;
962;1;6;6;4;11;2;3;;;
963;1;6;6;4;76;2;1;;1;
963;1;6;6;4;16;2;7;;;
964;1;6;6;4;63;2;1;;1;
964;1;6;6;4;39;1;3;;;
965;1;6;6;4;71;2;1;;1;1
966;1;6;6;4;48;2;1;;1;1
966;1;6;6;4;19;2;3;;;
966;1;6;6;4;15;2;3;;;
966;1;6;6;4;13;1;3;;;
966;1;6;6;4;11;2;3;;;
967;1;6;6;4;31;1;1;1;1;1
967;1;6;6;4;19;2;2;;;
968;1;6;6;4;48;1;1;1;1;1
968;1;6;6;4;45;2;2;;;
968;1;6;6;4;16;1;3;3;;
968;1;6;6;4;14;1;3;3;;
968;1;6;6;4;12;2;3;;;
968;1;6;6;4;8;2;3;;;
969;1;6;6;4;42;1;1;2;1;
970;1;5;6;2;69;1;1;1;1;1
970;1;5;6;2;64;2;2;;;
970;1;5;6;2;27;1;3;1;;
971;1;5;6;2;72;2;1;1;2;2
971;1;5;6;2;47;2;3;1;;
971;1;5;6;2;48;2;3;1;;
971;1;5;6;2;30;1;7;3;;
971;1;5;6;2;18;1;7;3;;
972;1;5;6;2;74;1;1;1;1;
972;1;5;6;2;39;1;3;1;;
972;1;5;6;2;41;1;3;1;;
973;1;5;6;2;50;2;1;3;2;2
973;1;5;6;2;30;2;3;;;
973;1;5;6;2;9;1;7;;;
974;1;5;6;2;66;2;1;1;1;1
975;1;5;6;2;54;2;1;1;1;2
976;1;5;6;2;52;1;1;1;1;1
976;1;5;6;2;52;2;2;;;
976;1;5;6;2;28;1;3;2;;
977;1;5;6;2;64;1;1;1;1;
977;1;5;6;2;68;2;2;3;;
978;1;5;6;2;66;1;1;1;1;1
979;1;5;6;2;56;1;1;;1;
979;1;5;6;2;65;2;2;1;;
979;1;5;6;2;32;1;3;;;
979;1;5;6;2;28;2;3;1;;
980;1;5;6;2;41;1;1;1;1;1
981;1;5;6;2;67;2;1;1;1;9
982;1;5;6;2;62;2;1;9;1;
982;1;5;6;2;25;2;3;1;;
983;1;5;6;2;89;2;1;;1;
984;1;5;6;2;54;2;1;1;1;
984;1;5;6;2;27;1;3;1;;
984;1;5;6;2;24;1;3;3;;
985;1;5;6;2;58;1;1;1;2;1
986;1;5;6;2;61;1;1;;1;
986;1;5;6;2;59;2;2;;;
986;1;5;6;2;28;2;3;1;;
986;1;5;6;2;24;1;3;2;;
986;1;5;6;2;19;2;3;2;;
987;1;5;6;2;35;2;1;;1;1
987;1;5;6;2;38;1;6;;;
987;1;5;6;2;5;1;3;;;
987;1;5;6;2;3;1;3;;;
988;1;5;6;2;52;2;1;1;1;1
988;1;5;6;2;26;2;3;3;;
989;1;5;6;2;30;1;1;1;1;2
989;1;5;6;2;30;2;2;;;
989;1;5;6;2;6;2;3;;;
989;1;5;6;2;5;2;3;;;
989;1;5;6;2;4;1;3;;;
990;1;5;6;2;42;1;1;1;1;1
990;1;5;6;2;36;2;2;;;
990;1;5;6;2;16;2;3;;;
990;1;5;6;2;14;2;3;;;
990;1;5;6;2;16;2;3;;;
991;1;5;6;2;34;1;1;3;3;
991;1;5;6;2;28;2;2;2;;
991;1;5;6;2;13;1;3;;;
991;1;5;6;2;10;2;3;;;
991;1;5;6;2;3;1;3;;;
992;1;5;6;2;35;2;2;;3;
992;1;5;6;2;60;1;1;;;
992;1;5;6;2;17;2;3;;;
992;1;5;6;2;14;1;3;;;
992;1;5;6;2;11;2;3;;;
992;1;5;6;2;9;1;3;;;
992;1;5;6;2;4;2;3;;;
992;1;5;6;2;1;2;7;;;
993;1;5;6;2;32;1;1;1;2;2
993;1;5;6;2;26;2;2;;;
994;1;5;6;2;48;1;1;3;9;
994;1;5;6;2;37;2;2;3;;
994;1;5;6;2;18;2;3;;;
994;1;5;6;2;15;1;3;;;
995;1;5;6;2;39;1;1;;2;2
995;1;5;6;2;39;2;2;1;;
995;1;5;6;2;9;2;3;;;
995;1;5;6;2;4;2;3;;;
996;1;5;6;2;48;2;1;1;1;1
996;1;5;6;2;49;1;2;1;;
996;1;5;6;2;27;1;3;2;;
996;1;5;6;2;15;2;3;;;
996;1;5;6;2;22;2;5;2;;
996;1;5;6;2;1;1;7;;;
997;1;5;6;2;28;1;1;1;1;1
997;1;5;6;2;26;2;2;1;;
998;1;5;6;2;40;1;1;1;1;1
998;1;5;6;2;41;2;2;1;;
998;1;5;6;2;12;2;3;;;
998;1;5;6;2;9;2;3;;;
999;1;5;6;2;55;1;1;;1;
999;1;5;6;2;51;2;2;;;
999;1;5;6;2;26;2;3;;;
999;1;5;6;2;21;2;3;;;
999;1;5;6;2;17;2;3;;;
1.000;1;5;6;2;47;1;1;;1;1
1.000;1;5;6;2;44;2;2;1;;
1.000;1;5;6;2;24;2;3;;;
1.000;1;5;6;2;22;1;3;;;
1.000;1;5;6;2;14;2;3;;;
1.000;1;5;6;2;12;1;3;;;
1.000;1;5;6;2;77;2;9;1;;
1.001;1;5;6;2;30;1;1;1;1;
1.001;1;5;6;2;28;2;2;;;
1.001;1;5;6;2;11;1;3;;;
1.001;1;5;6;2;0;2;3;;;
1.002;1;5;6;2;54;1;1;1;1;
1.002;1;5;6;2;51;2;2;1;;
1.002;1;5;6;2;25;1;3;;;
1.002;1;5;6;2;21;2;3;;;
1.002;1;5;6;2;15;2;3;;;
1.003;1;5;6;2;57;1;1;;2;1
1.003;1;5;6;2;58;2;2;;;
1.003;1;5;6;2;30;1;3;1;;
1.003;1;5;6;2;76;2;9;1;;
1.004;1;5;6;2;48;1;1;;1;2
1.004;1;5;6;2;43;2;2;;;
1.004;1;5;6;2;20;1;3;3;;
1.004;1;5;6;2;19;2;3;;;
1.004;1;5;6;2;17;2;3;;;
1.004;1;5;6;2;15;1;3;;;
1.004;1;5;6;2;13;1;3;;;
1.005;1;5;6;2;57;2;1;3;1;2
1.005;1;5;6;2;37;1;3;1;;
1.006;1;5;6;2;33;1;1;1;1;2
1.006;1;5;6;2;31;2;2;;;
1.006;1;5;6;2;14;2;3;;;
1.006;1;5;6;2;10;1;3;;;
1.007;1;5;6;2;50;1;2;3;1;
1.007;1;5;6;2;49;2;1;;;
1.007;1;5;6;2;22;2;3;;;
1.007;1;5;6;2;16;1;3;;;
1.007;1;5;6;2;13;2;3;;;
1.008;1;5;6;2;49;1;1;1;1;1
1.009;1;5;6;2;46;1;1;1;9;
1.009;1;5;6;2;39;2;2;;;
1.009;1;5;6;2;21;1;3;;;
1.009;1;5;6;2;19;1;3;1;;
1.009;1;5;6;2;17;2;3;;;
1.009;1;5;6;2;14;2;3;;;
1.010;1;5;6;2;45;1;1;;2;9
1.010;1;5;6;2;39;2;2;1;;
1.010;1;5;6;2;20;1;3;3;;
1.010;1;5;6;2;7;2;3;;;
1.011;1;5;6;2;54;1;1;1;1;
1.011;1;5;6;2;22;2;3;;;
1.012;1;5;6;2;48;1;1;1;9;
1.012;1;5;6;2;46;2;2;;;
1.012;1;5;6;2;13;1;3;;;
1.012;1;5;6;2;11;1;3;;;
1.012;1;5;6;2;6;1;3;;;
1.013;1;5;6;4;71;2;2;;1;1
1.013;1;5;6;4;72;1;1;3;;
1.014;1;5;6;4;37;1;1;1;1;2
1.014;1;5;6;4;35;2;2;3;;
1.014;1;5;6;4;12;1;3;;;
1.015;1;5;6;4;53;1;1;;1;1
1.015;1;5;6;4;51;2;2;;;
1.016;1;5;6;4;31;2;2;1;1;
1.016;1;5;6;4;32;1;1;1;;
1.016;1;5;6;4;2;1;3;;;
1.017;1;5;6;4;25;2;2;3;2;2
1.017;1;5;6;4;29;1;1;1;;
1.017;1;5;6;4;4;1;3;;;
1.018;1;5;6;4;88;2;1;;1;
1.018;1;5;6;4;86;1;2;;;
1.019;1;3;5;1;64;1;1;1;1;1
1.020;1;3;5;1;42;2;1;;2;2
1.020;1;3;5;1;18;1;3;;;
1.020;1;3;5;1;12;2;3;;;
1.021;1;3;5;1;43;1;1;3;1;1
1.021;1;3;5;1;34;2;2;;;
1.021;1;3;5;1;8;2;3;;;
1.021;1;3;5;1;7;1;3;;;
1.021;1;3;5;1;5;2;3;;;
1.022;1;3;5;1;67;2;1;;1;2
1.022;1;3;5;1;65;1;2;;;
1.023;1;3;5;1;73;1;1;1;2;1
1.024;1;3;5;1;47;1;1;1;1;1
1.024;1;3;5;1;44;2;2;1;;
1.024;1;3;5;1;20;2;3;3;;
1.024;1;3;5;1;18;2;3;3;;
1.024;1;3;5;1;15;1;3;;;
1.025;1;3;5;1;40;1;2;;1;1
1.025;1;3;5;1;42;2;1;1;;
1.025;1;3;5;1;14;1;3;;;
1.025;1;3;5;1;9;1;3;;;
1.026;1;3;5;1;52;1;1;1;2;
1.026;1;3;5;1;48;2;2;1;;
1.026;1;3;5;1;19;2;3;;;
1.026;1;3;5;1;0;1;7;;;
1.027;1;3;5;1;41;1;1;1;1;1
1.027;1;3;5;1;33;2;2;;;
1.027;1;3;5;1;18;1;3;;;
1.027;1;3;5;1;4;1;3;;;
1.028;1;3;5;1;42;1;2;1;1;1
1.028;1;3;5;1;39;2;1;1;;
1.028;1;3;5;1;8;2;3;;;
1.028;1;3;5;1;4;1;3;;;
1.029;1;3;5;1;24;2;1;3;1;2
1.029;1;3;5;1;27;1;2;3;;
1.029;1;3;5;1;62;2;9;3;;
1.029;1;3;5;1;27;2;6;3;;
1.029;1;3;5;1;25;1;6;3;;
1.029;1;3;5;1;9;2;3;;;
1.029;1;3;5;1;1;1;3;;;
1.030;1;3;5;1;53;1;1;;1;1
1.030;1;3;5;1;54;2;2;;;
1.030;1;3;5;1;6;2;7;;;
1.030;1;3;5;1;31;2;3;;;
1.030;1;3;5;1;30;1;5;1;;
1.030;1;3;5;1;7;1;7;;;
1.030;1;3;5;1;4;2;7;;;
1.031;1;3;5;1;36;2;1;1;1;2
1.031;1;3;5;1;37;1;2;1;;
1.031;1;3;5;1;13;1;3;;;
1.031;1;3;5;1;11;1;3;;;
1.031;1;3;5;1;3;2;3;;;
1.032;1;3;5;1;29;1;1;1;1;1
1.032;1;3;5;1;25;2;2;;;
1.032;1;3;5;1;6;1;3;;;
1.032;1;3;5;1;5;1;3;;;
1.032;1;3;5;1;3;1;3;;;
1.033;1;3;5;1;38;1;1;1;2;1
1.033;1;3;5;1;38;2;2;2;;
1.033;1;3;5;1;18;1;3;;;
1.033;1;3;5;1;10;2;3;;;
1.034;1;3;5;1;52;1;1;3;3;2
1.034;1;3;5;1;50;2;2;3;;
1.034;1;3;5;1;49;1;6;;;
1.034;1;3;5;1;21;2;3;3;;
1.034;1;3;5;1;14;1;3;;;
1.035;1;3;5;1;41;2;1;;1;1
1.035;1;3;5;1;20;1;3;;;
1.035;1;3;5;1;10;2;3;;;
1.035;1;3;5;1;6;2;3;;;
1.036;1;3;5;1;77;1;1;3;2;1
1.037;1;3;5;1;70;2;1;3;1;1
1.037;1;3;5;1;77;1;2;1;;
1.038;1;3;5;1;55;2;1;3;1;
1.038;1;3;5;1;27;1;3;3;;
1.038;1;3;5;1;24;1;3;1;;
1.039;1;3;5;1;43;2;1;3;1;2
1.039;1;3;5;1;17;1;3;;;
1.039;1;3;5;1;16;1;3;;;
1.039;1;3;5;1;13;2;3;;;
1.039;1;3;5;1;9;2;3;;;
1.041;1;3;5;1;44;1;1;2;2;1
1.041;1;3;5;1;45;2;2;1;;
1.041;1;3;5;1;18;1;3;;;
1.041;1;3;5;1;12;2;3;;;
1.042;1;3;5;1;49;2;1;2;1;1
1.043;1;3;5;1;42;1;1;1;2;9
1.043;1;3;5;1;35;2;2;3;;
1.043;1;3;5;1;5;2;3;;;
1.044;1;3;5;1;48;1;1;1;1;
1.044;1;3;5;1;48;2;2;1;;
1.044;1;3;5;1;21;1;3;;;
1.044;1;3;5;1;19;2;3;;;
1.044;1;3;5;1;76;1;9;9;;
1.044;1;3;5;1;70;2;9;;;
1.045;1;3;5;1;51;1;1;1;1;
1.045;1;3;5;1;50;2;2;1;;
1.045;1;3;5;1;27;1;3;1;;
1.045;1;3;5;1;24;2;3;3;;
1.045;1;3;5;1;22;1;3;;;
1.045;1;3;5;1;18;2;3;;;
1.046;1;3;5;1;29;1;1;3;1;1
1.046;1;3;5;1;26;2;2;9;;
1.046;1;3;5;1;9;1;3;;;
1.046;1;3;5;1;5;2;3;;;
1.046;1;3;5;1;3;2;3;;;
1.047;1;3;5;1;49;1;1;1;2;1
1.047;1;3;5;1;44;2;2;1;;
1.047;1;3;5;1;29;2;3;1;;
1.047;1;3;5;1;10;1;10;;;
1.047;1;3;5;1;4;2;10;;;
1.048;1;3;5;1;43;2;1;1;1;9
1.048;1;3;5;1;68;2;9;;;
1.048;1;3;5;1;9;1;3;;;
1.049;1;3;5;1;32;1;1;1;1;2
1.049;1;3;5;1;35;2;2;;;
1.049;1;3;5;1;4;2;3;;;
1.049;1;3;5;1;73;2;9;3;;
1.050;1;3;5;1;41;1;1;1;1;
1.050;1;3;5;1;40;2;2;9;;
1.050;1;3;5;1;16;2;3;;;
1.050;1;3;5;1;8;1;3;;;
1.051;1;3;5;1;33;2;1;3;3;1
1.052;1;3;5;1;71;1;1;9;9;
1.052;1;3;5;1;60;2;2;;;
1.052;1;3;5;1;31;2;3;;;
1.052;1;3;5;1;29;1;3;1;;
1.052;1;3;5;1;22;1;3;1;;
1.052;1;3;5;1;21;1;3;;;
1.052;1;3;5;1;11;1;7;;;
1.052;1;3;5;1;8;2;7;;;
1.052;1;3;5;1;6;2;7;;;
1.053;1;3;5;1;47;1;1;;1;
1.053;1;3;5;1;40;2;2;3;;
1.053;1;3;5;1;14;1;3;;;
1.053;1;3;5;1;12;1;3;;;
1.053;1;3;5;1;9;1;3;;;
1.053;1;3;5;1;6;1;3;;;
1.054;1;3;5;1;23;1;1;1;1;1
1.054;1;3;5;1;22;2;2;3;;
1.054;1;3;5;1;6;1;3;;;
1.054;1;3;5;1;4;1;3;;;
1.055;1;3;5;1;54;2;1;1;3;
1.056;1;3;5;1;37;1;1;1;1;1
1.056;1;3;5;1;37;2;2;1;;
1.056;1;3;5;1;12;2;3;;;
1.056;1;3;5;1;11;2;3;;;
1.056;1;3;5;1;5;2;3;;;
1.057;1;3;5;1;58;2;1;1;1;1
1.057;1;3;5;1;58;1;2;2;;
1.057;1;3;5;1;26;1;3;;;
1.057;1;3;5;1;23;2;3;3;;
1.058;1;3;5;1;78;2;1;1;1;1
1.059;1;3;5;1;55;1;1;1;1;1
1.059;1;3;5;1;54;2;2;1;;
1.060;1;3;5;1;76;1;1;1;1;1
1.061;1;3;5;1;64;2;1;3;3;
1.061;1;3;5;1;18;1;3;;;
1.062;1;3;5;1;55;1;1;9;2;1
1.062;1;3;5;1;52;2;2;9;;
1.062;1;3;5;1;26;1;3;9;;
1.062;1;3;5;1;16;2;3;;;
1.063;1;3;5;1;39;1;1;9;1;9
1.063;1;3;5;1;33;2;2;9;;
1.063;1;3;5;1;14;1;3;;;
1.064;1;3;5;1;67;1;1;;3;
1.064;1;3;5;1;64;2;2;;;
1.064;1;3;5;1;38;1;3;;;
1.065;1;3;5;1;64;1;1;;1;
1.065;1;3;5;1;62;2;2;;;
1.065;1;3;5;1;29;1;3;;;
1.066;1;3;5;1;53;2;1;1;1;1
1.066;1;3;5;1;57;2;6;1;;
1.067;1;3;5;1;63;1;1;1;1;
1.067;1;3;5;1;62;2;2;;;
1.068;1;3;5;1;28;1;1;1;2;1
1.068;1;3;5;1;31;2;2;1;;
1.068;1;3;5;1;28;2;8;3;;
1.068;1;3;5;1;10;2;3;;;
1.068;1;3;5;1;4;2;3;;;
1.069;1;3;5;1;45;1;1;;9;
1.069;1;3;5;1;41;2;2;;;
1.069;1;3;5;1;14;2;3;;;
1.069;1;3;5;1;9;2;3;;;
1.070;1;3;5;1;41;2;1;3;2;2
1.070;1;3;5;1;32;1;6;3;;
1.070;1;3;5;1;30;1;6;3;;
1.070;1;3;5;1;19;2;3;;;
1.070;1;3;5;1;11;1;3;;;
1.070;1;3;5;1;2;1;3;;;
1.070;1;3;5;1;7;1;3;;;
1.070;1;3;5;1;23;2;3;3;;
1.070;1;3;5;1;21;1;3;9;;
1.070;1;3;5;1;7;1;7;;;
1.071;1;3;5;1;49;1;1;1;1;1
1.071;1;3;5;1;21;2;3;3;;
1.072;1;3;5;1;65;2;1;3;1;1
1.072;1;3;5;1;38;1;3;3;;
1.072;1;3;5;1;22;2;3;3;;
1.072;1;3;5;1;19;2;10;3;;
1.072;1;3;5;1;89;2;9;3;;
1.073;1;3;5;1;47;2;1;3;1;2
1.073;1;3;5;1;27;1;3;3;;
1.073;1;3;5;1;23;1;3;3;;
1.073;1;3;5;1;15;1;3;;;
1.074;1;3;5;1;49;1;1;;2;1
1.074;1;3;5;1;46;2;2;;;
1.074;1;3;5;1;21;2;3;;;
1.074;1;3;5;1;3;1;7;;;
1.074;1;3;5;1;15;1;3;;;
1.074;1;3;5;1;13;2;3;;;
1.075;1;3;5;1;32;1;1;3;1;1
1.075;1;3;5;1;32;2;2;;;
1.075;1;3;5;1;14;1;3;;;
1.075;1;3;5;1;11;2;3;;;
1.075;1;3;5;1;5;2;3;;;
1.076;1;3;5;1;44;1;1;2;3;1
1.076;1;3;5;1;41;2;2;1;;
1.076;1;3;5;1;25;1;3;2;;
1.076;1;3;5;1;23;1;3;2;;
1.076;1;3;5;1;22;2;3;1;;
1.076;1;3;5;1;18;1;3;;;
1.076;1;3;5;1;4;1;3;;;
1.077;1;3;5;1;32;1;1;3;1;1
1.077;1;3;5;1;30;2;2;;;
1.077;1;3;5;1;9;2;3;;;
1.077;1;3;5;1;7;1;3;;;
1.077;1;3;5;1;0;1;3;;;
1.078;1;3;5;1;35;1;1;1;1;1
1.078;1;3;5;1;37;2;2;3;;
1.078;1;3;5;1;16;2;3;;;
1.078;1;3;5;1;12;1;3;;;
1.079;1;3;5;1;39;2;1;1;1;9
1.079;1;3;5;1;17;2;3;;;
1.080;1;3;5;1;64;2;1;;1;2
1.080;1;3;5;1;23;1;7;3;;
1.080;1;3;5;1;16;2;7;;;
1.080;1;3;5;1;46;2;3;1;;
1.081;1;3;6;4;46;1;1;1;1;1
1.081;1;3;6;4;17;2;3;;;
1.081;1;3;6;4;13;2;3;;;
1.081;1;3;6;4;11;2;3;;;
1.082;1;3;6;4;41;1;1;2;1;
1.082;1;3;6;4;38;2;2;;;
1.082;1;3;6;4;17;2;3;;;
1.082;1;3;6;4;15;2;3;;;
1.082;1;3;6;4;11;1;3;;;
1.083;1;3;6;4;35;2;1;3;2;1
1.083;1;3;6;4;16;1;3;;;
1.083;1;3;6;4;12;1;3;;;
1.083;1;3;6;4;5;2;3;;;
1.083;1;3;6;4;0;1;3;;;
1.084;1;3;6;4;58;1;1;1;1;1
1.084;1;3;6;4;61;2;2;3;;
1.084;1;3;6;4;18;2;3;3;;
1.085;1;3;6;4;67;2;1;3;3;9
1.086;1;3;6;4;55;1;1;;1;2
1.086;1;3;6;4;55;2;2;3;;
1.086;1;3;6;4;25;2;3;1;;
1.086;1;3;6;4;22;2;3;3;;
1.086;1;3;6;4;19;1;3;;;
1.087;1;3;6;4;66;1;1;1;1;
1.087;1;3;6;4;58;2;2;;;
1.087;1;3;6;4;31;1;3;3;;
1.087;1;3;6;4;28;2;3;1;;
1.088;1;3;6;4;64;2;1;3;1;
1.088;2;3;6;4;34;2;1;;1;9
1.088;2;3;6;4;6;1;3;;;
1.088;2;3;6;4;4;2;3;;;
1.088;2;3;6;4;0;2;3;;;
